Barnets	Barnets
blir	bli
du	du
?	$?

-	$-
Mitt	min
forbilde	forbilde
når	når
det	det
kommer	komme
til	til
mødre	mor
er	være
min	min
egen	egen
mor	mor
,	$,
en	en
som	som
ser	se
terrenget	terreng
og	og
støtter	støtte
,	$,
oppmuntrer	oppmuntrer
og	og
oppdrar	oppdra
uten	uten
å	å
miste	miste
seg	seg
selv	selv
og	og
sine	sin
egne	egen
verdier	verdi
.	$.

Barna	barn
mine	min
må	måtte
gjerne	gjerne
bli	bli
internasjonalister	internasjonalister
og	og
flerspråklige	flerspråklige
,	$,
men	men
stolte	stolt
nordmenn	nordmann
.	$.

Jeg	jeg
blir	bli
nok	nok
opptatt	opptatt
av	av
at	at
barnet	barn
får	få
uttrykke	uttrykke
seg	seg
selv	selv
og	og
gis	gi
muligheten	mulighet
til	til
å	å
finne	finne
sitt	sin
talent	talent
.	$.

Jeg	jeg
vil	ville
gjerne	gjerne
ha	ha
et	en
litt	litt
sånt	sånn
...	$...
et	en
litt	litt
vilt	vill
barn	barn
.	$.

Sju	Sju
år	år
gamle	gammel
Even	Even
,	$,
Gaarders	Gaarders
yngste	ung
sønn	sønn
fra	fra
et	en
tidligere	tidlig
forhold	forhold
,	$,
danser	danse
allerede	allerede
til	til
bollywoodmusikk	bollywoodmusikk
sammen	sammen
med	med
stemora	stemora
«	$"
Shabi	Shabi
»	$"
.	$.

-	$-
Jeg	jeg
har	ha
vært	være
opptatt	opptatt
av	av
at	at
den	den
tilliten	tillit
ikke	ikke
skal	skulle
konstrueres	konstrueres
.	$.

Jeg	jeg
var	være
jo	jo
stemor	stemor
i	i
mitt	min
forrige	forrige
ekteskap	ekteskap
også	også
,	$,
og	og
det	det
å	å
bli	bli
skilt	skille
fra	fra
dem	de
,	$,
syntes	synes
jeg	jeg
var	være
tøft	tøff
.	$.

Du	du
er	være
leketante	leketante
,	$,
men	men
du	du
er	være
også	også
en	en
voksen	voksen
person	person
i	i
barnas	barn
liv	liv
i	i
mange	mange
år	år
.	$.

Man	man
lærer	lære
i	i
alle	all
fall	fall
at	at
det	det
er	være
noen	noen
områder	område
man	man
ikke	ikke
tråkker	tråkker
på	på
.	$.

-	$-
Som	som
hva	hva
da	da
?	$?

-	$-
Farsrollen	Farsrollen
,	$,
først	først
og	og
fremst	fremre
.	$.

Man	man
skal	skulle
ikke	ikke
blande	blande
seg	seg
for	for
mye	mye
inn	inn
.	$.

Samtidig	samtidig
har	ha
man	man
jo	jo
også	også
andre	annen
barnslige	barnslige
følelser	følelse
som	som
«	$"
Hva	hva
med	med
meg	jeg
?	$?
»	$"

Du	du
har	ha
en	en
kjæreste	kjæreste
som	som
har	ha
et	en
annet	annen
menneske	menneske
i	i
livet	liv
sitt	sin
,	$,
som	som
alltid	alltid
vil	ville
komme	komme
før	før
deg	du
.	$.

Det	det
må	måtte
man	man
akseptere	akseptere
og	og
leve	leve
med	med
når	når
man	man
har	ha
valgt	velge
en	en
mann	mann
med	med
barn	barn
.	$.

Shabana	Shabana
vil	ville
flytte	flytte
hjem	hjem
til	til
Norge	Norge
når	når
hun	hun
får	få
barn	barn
.	$.

Men	men
hun	hun
savner	savne
ikke	ikke
det	det
sterke	sterk
søkelyset	søkelys
der	der
hjemme	hjemme
.	$.

-	$-
Hvis	hvis
jeg	jeg
har	ha
noe	noe
å	å
si	si
,	$,
så	så
stikker	stikke
jeg	jeg
hodet	hode
fram	fram
,	$,
og	og
da	da
stikker	stikke
jeg	jeg
det	det
langt	lang
fram	fram
,	$,
sier	si
Shabana	Shabana
.	$.

-	$-
Hvis	hvis
jeg	jeg
ikke	ikke
har	ha
noe	noe
å	å
si	si
,	$,
har	ha
jeg	jeg
masse	masse
annet	annen
å	å
gjøre	gjøre
.	$.

Hun	hun
har	ha
kastet	kaste
burkaen	burkaen
,	$,
tatt	ta
av	av
seg	seg
«	$"
Supermuslim	Supermuslim
»	$"
-kostymet	-kostymet
hun	hun
hadde	ha
på	på
seg	seg
.	$.

Nå	nå
står	stå
Shabana	Shabana
Rehman	Rehman
der	der
,	$,
på	på
scenen	scene
på	på
Manhattan	Manhattan
,	$,
i	i
en	en
rød	rød
tettsittende	tettsittende
topp	topp
og	og
vitser	vitser
om	om
å	å
være	være
pakistansk	pakistansk
kvinne	kvinne
i	i
Norge	Norge
.	$.

Hun	hun
fleiper	fleiper
med	med
all	all
kontroversen	kontroversen
,	$,
alle	all
de	de
stygge	stygg
tingene	ting
som	som
har	ha
blitt	bli
sagt	si
om	om
henne	hun
,	$,
truslene	trussel
hun	hun
har	ha
fått	få
,	$,
og	og
det	det
er	være
like	like
før	før
amerikanerne	amerikaner
skal	skulle
komme	komme
til	til
å	å
få	få
øl	øl
i	i
nesa	nes
.	$.

-	$-
En	en
fyr	fyr
kalte	kalle
meg	jeg
«	$"
pakkiskjerring	pakkiskjerring
»	$"
og	og
skrev	skrive
at	at
en	en
stor	stor
hvit	hvit
kuk	kuk
i	i
munnen	munn
min	min
ville	ville
få	få
meg	jeg
til	til
å	å
holde	holde
kjeft	kjeft
,	$,
sier	si
Shabana	Shabana
.	$.

Hun	hun
tar	ta
en	en
nøye	nøye
planlagt	planlegge
kunstpause	kunstpause
,	$,
ser	se
utover	utover
forsamlingen	forsamling
,	$,
smeller	smelle
til	til
:	$:

-	$-
Det	det
har	ha
han	han
helt	hel
rett	rett
i	i
.	$.

Men	men
etterpå	etterpå
vil	ville
jeg	jeg
fortsette	fortsette
å	å
prate	prate
.	$.

Volvo	Volvo
sier	si
opp	opp
enda	enda
tusen	tusen
ansatte	ansatt
|	$|

Volvo	Volvo
sier	si
opp	opp
ytterligere	ytterligere
1.000	1.000
ansatte	ansatt
i	i
Sverige	Sverige
og	og
i	i
Nord-Amerika	Nord-Amerika
.	$.

Talsmann	talsmann
Morten	Morten
Wikfors	Wikfors
sier	si
at	at
900	900
ansatte	ansatt
i	i
Sverige	Sverige
blir	bli
sagt	si
opp	opp
ved	ved
Volvo	Volvo
Powertrain	Powertrain
,	$,
som	som
lager	lage
motorer	motor
og	og
girkasser	girkasser
for	for
lastebiler	lastebiler
.	$.

580	580
av	av
disse	disse
jobbene	jobb
forsvinner	forsvinne
i	i
Skövde	Skövde
,	$,
110	110
i	i
Göteborg	Göteborg
og	og
210	210
i	i
Köping	Köping
.	$.

100	100
ansatte	ansatt
blir	bli
sagt	si
opp	opp
i	i
USA	USA
.	$.

I	i
tillegg	tillegg
vil	ville
et	en
stort	stor
antall	antall
konsulenter	konsulent
og	og
andre	annen
midlertidig	midlertidig
ansatte	ansatt
få	få
varsel	varsel
om	om
oppsigelse	oppsigelse
.	$.

Volvo	Volvo
har	ha
tidligere	tidlig
kunngjort	kunngjort
oppsigelser	oppsigelser
av	av
nærmere	nær
3.000	3.000
ansatte	ansatt
ved	ved
lastebilfabrikker	lastebilfabrikker
og	og
andre	annen
enheter	enhet
i	i
Belgia	Belgia
og	og
Sverige	Sverige
.	$.

-	$-
Vi	vi
har	ha
merket	merke
den	den
sviktende	svikte
etterspørselen	etterspørselen
siden	siden
i	i
sommer	sommer
og	og
tilpasset	tilpasse
oss	vi
blant	blant
annet	annen
ved	ved
å	å
redusere	redusere
antall	antall
deltidsansatte	deltidsansatt
.	$.

Det	det
gjør	gjøre
at	at
det	det
blir	bli
400	400
færre	få
innen	innen
jul	jul
,	$,
men	men
det	det
holder	holde
altså	altså
ikke	ikke
,	$,
sier	si
direktør	direktør
Magnus	Magnus
Holm	Holm
ved	ved
motorfabrikken	motorfabrikken
i	i
Skövde	Skövde
.	$.

-	$-
Dvaske	Dvaske
husmødre	husmor
er	være
den	den
ideelle	ideell
målgruppen	målgruppen
|	$|

EA	EA
utfordrer	utfordre
«	$"
Wii	Wii
Fit	Fit
»	$"
.	$.

Kjendistrener	Kjendistrener
:	$:

Oprahs	Oprahs
personlige	personlig
trener	trener
Bob	Bob
Greene	Greene
har	ha
hjulpet	hjelpe
til	til
med	med
utviklingen	utvikling
av	av
spillet	spill
.	$.

Det	det
har	ha
gått	gå
rykter	rykte
en	en
stund	stund
om	om
at	at
EA	EA
ville	ville
prøve	prøve
seg	seg
med	med
et	en
eget	egen
trimspill	trimspill
for	for
å	å
konkurrere	konkurrere
med	med
«	$"
Wii	Wii
Fit	Fit
»	$"
,	$,
og	og
nå	nå
har	ha
spillgiganten	spillgiganten
endelig	endelig
annonsert	annonsere
sitt	sin
nye	ny
treningsprosjekt	treningsprosjekt
.	$.

«	$"
EA	EA
Sports	Sports
Active	Active
»	$"
er	være
det	det
neste	neste
spillet	spill
som	som
skal	skulle
prøve	prøve
å	å
få	få
tjukkaser	tjukkaser
opp	opp
og	og
sprette	sprette
foran	foran
tv-skjermen	tv-skjermen
.	$.

Vestlig	Vestlig
tilnærming	tilnærming
|	$|

Gamespot	Gamespot
har	ha
snakket	snakke
med	med
tidligere	tidlig
gymlærer	gymlærer
og	og
EA	EA
Sports-sjef	Sports-sjef
Peter	Peter
Moore	Moore
,	$,
som	som
hevder	hevde
spillet	spill
er	være
et	en
flott	flott
alternativ	alternativ
eller	eller
supplement	supplement
til	til
«	$"
Wii	Wii
Fit	Fit
»	$"
:	$:

-	$-
Det	det
er	være
en	en
helt	hel
annen	annen
treningsopplevelse	treningsopplevelse
.	$.

Det	det
er	være
forskjellige	forskjellig
filosofier	filosofier
i	i
Østen	Østen
og	og
Vesten	vest
om	om
hva	hva
trening	trening
skal	skulle
innebære	innebære
,	$,
og	og
«	$"
Wii	Wii
Fit	Fit
»	$"
gjør	gjøre
en	en
god	god
jobb	jobb
med	med
østlig	østlig
filosofi	filosofi
,	$,
altså	altså
balanse	balanse
og	og
koordinasjon	koordinasjon
.	$.

Problemet	problem
er	være
at	at
du	du
sjeldent	sjelden
begynner	begynne
å	å
svette	svette
og	og
kjenne	kjenne
hjertet	hjerte
slå	slå
.	$.

«	$"
EA	EA
Sports	Sports
Active	Active
»	$"
fokuserer	fokusere
mer	mye
på	på
forbrenning	forbrenning
og	og
styrke	styrke
,	$,
og	og
Moore	Moore
innrømmer	innrømme
at	at
dvaske	dvaske
husmødre	husmor
er	være
den	den
ideelle	ideell
målgruppen	målgruppen
for	for
spillet	spill
:	$:

-	$-
Denne	denne
greia	greie
er	være
for	for
alle	alle
.	$.

Meg	Meg
,	$,
deg	du
,	$,
kjærester	kjæreste
,	$,
koner	kone
og	og
barn	barn
kan	kunne
alle	alle
ha	ha
glede	glede
av	av
dette	dette
,	$,
men	men
vi	vi
har	ha
funnet	finne
ut	ut
at	at
det	det
lønner	lønne
seg	seg
å	å
fokusere	fokusere
.	$.

Hvis	hvis
jeg	jeg
skal	skulle
peke	peke
ut	ut
vår	vår
viktigste	viktig
kunde	kunde
må	måtte
det	det
være	være
en	en
kvinne	kvinne
i	i
midten	midt
av	av
tredveårene	tredveårene
.	$.

Kanskje	kanskje
hun	hun
har	ha
et	en
par	par
småbarn	småbarn
og	og
dermed	dermed
har	ha
problemer	problem
med	med
å	å
komme	komme
seg	seg
ut	ut
.	$.

En	en
tjueminutters	tjueminutters
treningsøkt	treningsøkt
foran	foran
TV-en	TV
appellerer	appellere
sikkert	sikker
til	til
henne	hun
.	$.

Kjendistrener	Kjendistrener
|	$|

Da	da
er	være
det	det
ikke	ikke
noe	noe
dårlig	dårlig
trekk	trekk
av	av
EA	EA
å	å
knytte	knytte
til	til
seg	seg
husmorhelten	husmorhelten
Ophras	Ophras
personlige	personlig
trener	trener
.	$.

Bob	Bob
Greene	Greene
har	ha
hjulpet	hjelpe
til	til
med	med
utviklingen	utvikling
av	av
spillet	spill
,	$,
og	og
skal	skulle
også	også
være	være
med	med
å	å
markedsføre	markedsføre
det	det
.	$.

«	$"
EA	EA
Sports	Sports
Active	Active
»	$"
kommer	komme
ikke	ikke
til	til
å	å
kreve	kreve
balansebrettet	balansebrettet
som	som
fulgte	følge
med	med
«	$"
Wii	Wii
Fit	Fit
»	$"
,	$,
men	men
vil	ville
i	i
stedet	sted
selges	selge
med	med
to	to
hylstre	hylstre
som	som
skal	skulle
brukes	bruke
til	til
å	å
feste	feste
Wiimoten	Wiimoten
og	og
Nunchucken	Nunchucken
til	til
armene	arm
eller	eller
beina	bein
dine	din
.	$.

Dermed	dermed
vil	ville
bevegelsene	bevegelsene
du	du
gjør	gjøre
foran	foran
TV-en	TV
overføres	overføre
direkte	direkte
til	til
din	din
egen	egen
lille	liten
trimfigur	trimfigur
på	på
skjermen	skjerm
.	$.

Et	en
elastisk	elastisk
bånd	bånd
for	for
styrketrening	styrketrening
følger	følge
også	også
med	med
.	$.

Flere	mange
spill	spill
kommer	komme
|	$|

I	i
motsetning	motsetning
til	til
«	$"
Wii	Wii
Fit	Fit
»	$"
må	måtte
du	du
ikke	ikke
låse	låse
opp	opp
noen	noen
av	av
øvelsene	øvelsene
,	$,
og	og
alt	alt
sammen	sammen
skal	skulle
være	være
tilgjengelig	tilgjengelig
fra	fra
starten	start
av	av
.	$.

Du	du
kan	kunne
enten	enten
kjøre	kjøre
ferdiglagde	ferdiglagde
programmer	program
,	$,
eller	eller
sette	sette
sammen	sammen
dine	din
egne	egen
.	$.

Ifølge	ifølge
Moore	Moore
er	være
det	det
enkelt	enkel
å	å
sette	sette
sammen	sammen
en	en
økt	økt
,	$,
og	og
alt	alt
du	du
trenger	trenge
å	å
gjøre	gjøre
er	være
å	å
velge	velge
treningsmoduler	treningsmoduler
fra	fra
en	en
liste	liste
og	og
dra	dra
dem	de
ned	ned
til	til
programmet	program
ditt	din
.	$.

Ikke	ikke
overraskende	overraske
har	ha
EA	EA
allerede	allerede
begynt	begynne
å	å
planlegge	planlegge
flere	mange
«	$"
Sports	Sports
Active	Active
»	$"
-titler	-titler
,	$,
og	og
fremtidige	fremtidig
spill	spill
i	i
serien	serie
vil	ville
by	by
på	på
nye	ny
former	form
for	for
trening	trening
.	$.

Det	det
planlegges	planlegge
også	også
mer	mye
ekstrautstyr	ekstrautstyr
som	som
skal	skulle
brukes	bruke
sammen	sammen
med	med
dem	de
.	$.

«	$"
EA	EA
Sports	Sports
Active	Active
»	$"
skal	skulle
slippes	slippe
i	i
statene	stat
i	i
løpet	løp
av	av
våren	vår
2009	2009
.	$.

Foreløpig	foreløpig
er	være
det	det
ikke	ikke
annonsert	annonsere
noen	noen
europeisk	europeisk
slippdato	slippdato
.	$.

Hjelp	hjelpe
,	$,
fabeldyrene	fabeldyrene
angriper	angripe
!	$!

Og	og
det	det
er	være
ikke	ikke
pent	pen
.	$.

Legenden	Legenden
vil	ville
ha	ha
det	det
til	til
at	at
alt	all
det	det
onde	ond
menneskene	menneske
kan	kunne
drømme	drømme
om	om
,	$,
slippes	slippe
ut	ut
om	om
man	man
åpner	åpne
den	den
mytiske	mytiske
esken	esken
til	til
Pandora	Pandora
.	$.

Jeg	jeg
for	for
min	min
del	del
slapp	slippe
løs	løs
noe	noe
temmelig	temmelig
døllt	døllt
da	da
jeg	jeg
åpnet	åpne
omslaget	omslaget
til	til
«	$"
Legendary	Legendary
»	$"
.	$.

Utgangspunktet	Utgangspunktet
for	for
spillet	spill
er	være
en	en
tyv	tyv
som	som
på	på
oppdrag	oppdrag
av	av
en	en
ond	ond
organisasjon	organisasjon
sniker	sniker
seg	seg
inn	inn
på	på
et	en
museum	museum
,	$,
der	der
Pandoras	Pandoras
eske	eske
befinner	befinne
seg	seg
.	$.

Det	det
første	første
du	du
i	i
rollen	rolle
som	som
tyven	tyven
gjør	gjøre
,	$,
er	være
selvfølgelig	selvfølgelig
å	å
åpne	åpne
djevelskapen	djevelskapen
-	$-
for	for
dermed	dermed
å	å
slippe	slippe
løs	løs
det	det
meste	mye
som	som
kan	kunne
krype	krype
og	og
gå	gå
av	av
fantasivesener	fantasivesener
og	og
fabeldyr	fabeldyr
.	$.

Dermed	dermed
må	måtte
du	du
hanskes	hanskes
med	med
beist	beist
som	som
varulver	varulver
,	$,
griffer	griffer
,	$,
minotaurer	minotaurer
,	$,
en	en
gollum	gollum
og	og
dess	dess
like	lik
.	$.

Som	som
om	om
ikke	ikke
det	det
var	være
nok	nok
,	$,
pøser	pøser
også	også
organisasjonen	organisasjon
som	som
leide	leide
deg	du
inn	inn
på	på
med	med
treffsikre	treffsikre
soldater	soldat
som	som
av	av
en	en
eller	eller
annen	annen
grunn	grunn
vil	ville
få	få
has	has
på	på
deg	du
.	$.

Løpet	Løpet
er	være
lagt	legge
fra	fra
start	start
,	$,
på	på
den	den
aller	aller
mest	mye
irriterende	irritere
måten	måte
.	$.

Her	her
kan	kunne
du	du
ikke	ikke
vike	vike
en	en
centimeter	centimeter
fra	fra
den	den
fastlagte	fastlagte
ruta	ruta
,	$,
som	som
snirkler	snirkler
seg	seg
gjennom	gjennom
et	en
utvalg	utvalg
av	av
de	de
mest	mye
klassiske	klassisk
og	og
fantasiløse	fantasiløse
scenariene	scenariene
du	du
kan	kunne
tenke	tenke
deg	du
i	i
et	en
generisk	generisk
dataspill	dataspill
-	$-
i	i
hvert	hver
fall	fall
i	i
sin	sin
funksjon	funksjon
.	$.

Det	det
som	som
skjer	skje
rundt	rundt
deg	du
er	være
nemlig	nemlig
svært	svær
så	så
oppsiktsvekkende	oppsiktsvekkende
greier	greie
,	$,
med	med
et	en
regelrett	regelrett
helvete	helvete
som	som
stelles	stelles
i	i
stand	stand
i	i
gatene	gate
.	$.

Derfor	derfor
er	være
det	det
så	så
synd	synd
at	at
du	du
med	med
en	en
gang	gang
får	få
følelsen	følelse
av	av
det	det
hele	hel
bare	bare
er	være
kulisser	kulisse
du	du
aldri	aldri
vil	ville
få	få
noe	noe
innvirkning	innvirkning
på	på
.	$.

Da	da
du	du
åpnet	åpne
Pandoras	Pandoras
eske	eske
fikk	få
du	du
for	for
øvrig	øvrig
en	en
egenskap	egenskap
som	som
tillater	tillate
deg	du
å	å
suge	suge
opp	opp
energien	energi
fra	fra
døde	død
monstre	monstre
,	$,
for	for
igjen	igjen
å	å
bruke	bruke
denne	denne
til	til
å	å
lade	lade
opp	opp
helsen	helsen
eller	eller
sende	sende
ut	ut
et	en
pulsstøt	pulsstøt
.	$.

Alt	alt
gjøres	gjøre
imidlertid	imidlertid
med	med
samme	samme
knapp	knapp
,	$,
og	og
prosessen	prosess
tar	ta
lang	lang
tid	tid
-	$-
noe	noe
som	som
ikke	ikke
er	være
så	så
kjekt	kjekk
de	de
gangene	gang
du	du
trenger	trenge
helse	helse
kjapt	kjapp
.	$.

Det	det
som	som
måtte	måtte
være	være
av	av
gode	god
ideer	idé
i	i
«	$"
Legendary	Legendary
»	$"
,	$,
drukner	drukne
dessverre	dessverre
i	i
en	en
helhet	helhet
preget	prege
av	av
dårlig	dårlig
håndverk	håndverk
.	$.

Grafikken	Grafikken
er	være
under	under
pari	pari
,	$,
våpenkontrollen	våpenkontrollen
er	være
middelmådig	middelmådig
,	$,
fiendene	fiendene
er	være
regelrett	regelrett
tjukke	tjukke
i	i
huet	huet
,	$,
og	og
det	det
hakker	hakker
og	og
lugger	lugger
rett	rett
som	som
det	det
er	være
.	$.

Legendarisk	Legendarisk
?	$?

Neppe	neppe
.	$.

-	$-
Ullevål	Ullevål
,	$,
Rikshospitalet	Rikshospitalet
og	og
Aker	Aker
blir	bli
ett	én
sykehus	sykehus
|	$|

Kunngjøring	Kunngjøring
av	av
sammenslåing	sammenslåing
i	i
dag	dag
?	$?

Helse	Helse
Sørøst	Sørøst
vil	ville
torsdag	torsdag
varsle	varsle
sammenslåing	sammenslåing
av	av
Ullevål	Ullevål
universitetssykehus	universitetssykehus
,	$,
Rikshospitalet	Rikshospitalet
og	og
Aker	Aker
universitetssykehus	universitetssykehus
,	$,
ifølge	ifølge
NRK	NRK
.	$.

Forslaget	forslag
går	gå
ut	ut
på	på
at	at
Rikshospitalet	Rikshospitalet
og	og
Ullevål	Ullevål
blir	bli
ett	én
nasjonalt	nasjonal
og	og
regionalt	regional
sykehus	sykehus
,	$,
mens	mens
Aker	Aker
blir	bli
lokalsykehus	lokalsykehus
,	$,
melder	melde
NRK	NRK
.	$.

Formålet	formål
med	med
sammenslåingen	sammenslåingen
er	være
å	å
effektivisere	effektivisere
driften	drift
for	for
å	å
spare	spare
penger	penge
ved	ved
å	å
samle	samle
spesialfunksjoner	spesialfunksjoner
på	på
ett	én
sykehus	sykehus
,	$,
og	og
å	å
samordne	samordne
akuttfunksjonene	akuttfunksjonene
.	$.

To	to
av	av
sykehusene	sykehus
vil	ville
få	få
akuttfunksjoner	akuttfunksjoner
,	$,
men	men
dette	dette
blir	bli
neppe	neppe
avklart	avklare
før	før
Helse	Helse
Sørøsts	Sørøsts
styremøte	styremøte
i	i
desember	desember
,	$,
ifølge	ifølge
statskanalen	statskanalen
.	$.

Oslo	Oslo
og	og
Akershus	Akershus
har	ha
til	til
sammen	sammen
ni	ni
helseforetak	helseforetak
som	som
betjener	betjener
drøyt	drøy
1	1
million	million
innbyggere	innbygger
.	$.

Fagforeninger	Fagforeninger
på	på
Aker	Aker
universitetssykehus	universitetssykehus
er	være
bekymret	bekymre
for	for
konsekvensene	konsekvens
av	av
en	en
sammenslåing	sammenslåing
og	og
frykter	frykte
at	at
akuttkirurgien	akuttkirurgien
blir	bli
nedbemannet	nedbemannet
.	$.

Forskningsmiljøet	Forskningsmiljøet
risikerer	risikere
dessuten	dessuten
å	å
forsvinne	forsvinne
hvis	hvis
Aker	Aker
mister	miste
status	status
som	som
universitetssykehus	universitetssykehus
,	$,
mener	mene
de	de
.	$.

Styr	Styr
krigens	krig
utfall	utfall
med	med
stemmen	stemme
i	i
«	$"
EndWar	EndWar
»	$"
|	$|

-	$-
Unit	Unit
faiv	faiv
,	$,
ættæk	ættæk
hostail	hostail
nain	nain
!	$!

Det	det
er	være
lov	lov
å	å
bli	bli
litt	litt
gira	gira
når	når
selveste	selveste
hertugen	hertugen
av	av
myk	myk
pendlerlitteratur	pendlerlitteratur
,	$,
Tom	Tom
Clancy	Clancy
,	$,
ekspanderer	ekspanderer
sin	sin
allerede	allerede
imponerende	imponere
spillportefølje	spillportefølje
med	med
et	en
skikkelig	skikkelig
strategispill	strategispill
.	$.

Premisset	Premisset
for	for
«	$"
Tom	Tom
Clancy's	Clancy's
EndWar	EndWar
»	$"
er	være
velkjent	velkjent
for	for
alle	alle
som	som
har	ha
lest	lese
en	en
bok	bok
eller	eller
spilt	spille
et	en
spill	spill
med	med
navnet	navn
hans	hans
på	på
esken	esken
.	$.

En	en
terrorhandling	terrorhandling
setter	sette
i	i
gang	gang
tredje	tredje
verdenskrig	verdenskrig
,	$,
og	og
USA	USA
,	$,
Russland	Russland
og	og
en	en
samlet	samle
europeisk	europeisk
stormakt	stormakt
tar	ta
på	på
høyteknologiske	høyteknologisk
boksehansker	boksehansker
for	for
å	å
se	se
hvem	hvem
som	som
har	ha
størst	stor
geværløp	geværløp
.	$.

Når	når
spillet	spill
først	først
kommer	komme
til	til
konsoll	konsoll
er	være
det	det
i	i
grunn	grunn
bare	bare
ett	én
spørsmål	spørsmål
jeg	jeg
bryr	bry
meg	jeg
om	om
;	$;
kan	kunne
spillet	spill
overhodet	overhodet
styres	styre
?	$?

Gode	god
kontroller	kontroller
er	være
strategispillenes	strategispillenes
hellige	hellig
gral	gral
om	om
dagen	dag
.	$.

De	de
vil	ville
så	så
gjerne	gjerne
hoppe	hoppe
på	på
konsolltoget	konsolltoget
,	$,
men	men
gang	gang
på	på
gang	gang
må	måtte
de	de
dyttes	dyttes
av	av
på	på
den	den
gjengrodde	gjengrodde
,	$,
stillestående	stillestående
grøfta	grøfta
som	som
er	være
pc-formatet	pc-formatet
.	$.

Dette	dette
spillet	spill
prøver	prøve
seg	seg
på	på
en	en
ny	ny
vri	vri
.	$.

I	i
stedet	sted
for	for
å	å
måtte	måtte
svinge	svinge
over	over
området	område
med	med
håpløst	håpløs
trege	trege
kontroller	kontroller
,	$,
peile	peile
deg	du
inn	inn
på	på
en	en
enhet	enhet
,	$,
trykke	trykke
,	$,
grave	grave
opp	opp
en	en
undermeny	undermeny
med	med
detaljstyring	detaljstyring
osv	osv.
,	$,
kan	kunne
du	du
her	her
bjeffe	bjeffe
en	en
enkel	enkel
ordre	ordre
gjennom	gjennom
en	en
tilkoblet	tilkoblet
mikrofon	mikrofon
.	$.

Stemmestyring	Stemmestyring
skal	skulle
gi	gi
deg	du
følelsen	følelse
av	av
å	å
være	være
en	en
ekte	ekte
kommandant	kommandant
,	$,
og	og
du	du
kan	kunne
si	si
macho	macho
ting	ting
som	som
«	$"
Unit	Unit
faiv	faiv
,	$,
ættæk	ættæk
hostail	hostail
nain	nain
»	$"
i	i
moderat	moderat
alvor	alvor
.	$.

Effekten	Effekten
er	være
utrolig	utrolig
nok	nok
ganske	ganske
brukbar	brukbar
.	$.

Du	du
kan	kunne
enkelt	enkel
og	og
greit	grei
utføre	utføre
oppgaver	oppgave
som	som
på	på
grunn	grunn
av	av
kontrollene	kontrollene
har	ha
vært	være
et	en
salig	salig
ork	ork
ellers	ellers
.	$.

Ellers	ellers
har	ha
«	$"
Tom	Tom
Clancy's	Clancy's
EndWar	EndWar
»	$"
forenklet	forenklet
mange	mange
av	av
tingene	ting
som	som
kjennetegner	kjennetegne
sjangerens	sjangerens
.	$.

Du	du
har	ha
begrenset	begrenset
med	med
enheter	enhet
og	og
i	i
likhet	likhet
med	med
«	$"
World	World
in	in
Conflict	Conflict
»	$"
er	være
ressurser	ressurs
erstattet	erstatte
med	med
taktiske	taktisk
landemerker	landemerke
som	som
igjen	igjen
gir	gi
deg	du
tilgang	tilgang
til	til
flere	mange
forsterkninger	forsterkninger
.	$.

Spillet	Spillet
er	være
verken	verken
komplekst	komplekst
eller	eller
enestående	enestående
på	på
noen	noen
som	som
helst	helst
måte	måte
,	$,
men	men
produksjonen	produksjon
er	være
solid	solid
og	og
mikrofonbruken	mikrofonbruken
er	være
akkurat	akkurat
brukbar	brukbar
nok	nok
til	til
å	å
heve	heve
seg	seg
over	over
gimmick-stempelet	gimmick-stempelet
.	$.

Dette	dette
er	være
helt	hel
grei	grei
strategi	strategi
-	$-
til	til
å	å
være	være
et	en
konsollspill	konsollspill
.	$.

Vil	ville
forby	forby
3000	3000
ansatte	ansatt
i	i
Bodø	Bodø
å	å
snuse	snuse
på	på
jobb	jobb
|	$|

-	$-
Vil	ville
uthule	uthule
effekten	effekt
av	av
røykeforbudet	røykeforbudet
,	$,
hevder	hevde
tobakksforsker	tobakksforsker
.	$.

Skeptisk	Skeptisk
:	$:

Tobakksforsker	Tobakksforsker
Karl	Karl
Erik	Erik
Lund	Lund
i	i
Sirus	Sirus
er	være
kritisk	kritisk
til	til
å	å
forby	forby
snusing	snusing
på	på
jobb	jobb
.	$.

Fra	fra
nyttår	nyttår
blir	bli
det	det
ulovlig	ulovlig
å	å
røyke	røyke
og	og
snuse	snuse
både	både
innendørs	innendørs
og	og
utendørs	utendørs
i	i
arbeidstida	arbeidstida
for	for
rundt	rundt
3000	3000
ansatte	ansatt
i	i
Bodø	Bodø
kommune	kommune
.	$.

Nordlands-kommunen	Nordlands-kommunen
er	være
den	den
første	første
i	i
landet	land
til	til
å	å
innføre	innføre
et	en
slikt	slik
totalforbud	totalforbud
mot	mot
tobakk	tobakk
.	$.

Bodø	Bodø
kommune	kommune
foretar	foreta
imidlertid	imidlertid
juridiske	juridisk
vurderinger	vurdering
rundt	rundt
lovligheten	lovligheten
av	av
et	en
forbud	forbud
mot	mot
snus	snus
før	før
forbudet	forbud
settes	sette
i	i
verk	verk
,	$,
skriver	skrive
Avisa	Avisa
Nordland	Nordland
