penger	penge
trosgrunnlag	trosgrunnlag
.	$.

Dette	dette
konstituerende	konstituerende
trosgrunnlaget	trosgrunnlaget
består	bestå
av	av
Bibelen	bibel
og	og
fem	fem
bekjennelsesskrifter	bekjennelsesskrifter
.	$.

Den	Den
norske	norsk
kirke	kirke
har	ha
som	som
formål	formål
å	å
være	være
en	en
bekjennende	bekjennende
,	$,
misjonerende	misjonerende
,	$,
tjenende	tjenende
og	og
åpen	åpen
folkekirke	folkekirke
.	$.

Ut	ut
fra	fra
en	en
teologisk	teologisk
forståelse	forståelse
,	$,
kan	kunne
kirkeordningen	kirkeordningen
utformes	utforme
på	på
ulike	ulik
måter	måte
.	$.

Kirkeordningen	Kirkeordningen
må	måtte
reflektere	reflektere
kirkens	kirke
selvforståelse	selvforståelse
,	$,
sette	sette
den	den
i	i
stand	stand
til	til
å	å
være	være
kirke	kirke
og	og
ivareta	ivareta
kirkens	kirke
og	og
menighetenes	menighetenes
egenart	egenart
og	og
oppdrag	oppdrag
.	$.

Dernest	dernest
må	måtte
den	den
være	være
fleksibel	fleksibel
nok	nok
til	til
å	å
møte	møte
skiftende	skifte
utfordringer	utfordring
.	$.

I	i
tillegg	tillegg
til	til
å	å
sikre	sikre
Den	Den
norske	norsk
kirkes	kirkes
religionsfrihet	religionsfrihet
,	$,
må	måtte
kirkeordningen	kirkeordningen
også	også
sikre	sikre
samme	samme
frihet	frihet
for	for
andre	annen
tros-	tros-
og	og
livssynssamfunn	livssynssamfunn
og	og
for	for
borgere	borger
som	som
ikke	ikke
er	være
medlemmer	medlem
av	av
Den	Den
norske	norsk
kirke	kirke
.	$.

Lovverk	Lovverk
|	$|

I	i
rettslig	rettslig
forstand	forstand
har	ha
Den	Den
norske	norsk
kirke	kirke
ikke	ikke
noen	noen
egen	egen
konstitusjon	konstitusjon
.	$.

Den	den
er	være
formelt	formell
sett	se
konstituert	konstituert
ved	ved
Grunnlovens	Grunnlovens
bestemmelser	bestemmelse
,	$,
og	og
dens	den
institusjoner	institusjon
,	$,
prosedyrer	prosedyrer
m.m.	m.m.
er	være
nedfelt	nedfelle
og	og
regulert	regulert
i	i
lov	lov
,	$,
forskrifter	forskrift
og	og
rundskriv	rundskriv
.	$.

Den	Den
norske	norsk
kirke	kirke
er	være
organisert	organisere
som	som
en	en
del	del
av	av
statsforvaltningen	statsforvaltningen
,	$,
og	og
underlagt	underlegge
de	de
alminnelige	alminnelig
statsmaktenes	statsmaktenes
styring	styring
og	og
ansvar	ansvar
.	$.

Kongen	Kongen
i	i
kirkelig	kirkelig
statsråd	statsråd
er	være
konstitusjonelt	konstitusjonell
sett	se
kirkens	kirke
øverste	øvre
instans	instans
,	$,
men	men
mye	mye
av	av
myndigheten	myndighet
er	være
i	i
dag	dag
delegert	delegert
bl.a.	bl.a.
til	til
Kirkemøtet	Kirkemøtet
.	$.

Stortingets	Stortinget
alminnelige	alminnelig
myndighet	myndighet
gjelder	gjelde
til	til
dels	del
også	også
på	på
det	det
kirkelige	kirkelig
området	område
,	$,
herunder	herunder
å	å
gi	gi
lover	lov
,	$,
fastsette	fastsette
bevilgninger	bevilgning
og	og
kontrollere	kontrollere
hvordan	hvordan
regjeringen	regjering
forvalter	forvalte
kirkesakene	kirkesakene
.	$.

Sett	se
fra	fra
statens	stat
side	side
er	være
statskirkeordningen	statskirkeordningen
først	først
og	og
fremst	fremre
et	en
rettslig	rettslig
system	system
,	$,
nedfelt	nedfelle
i	i
en	en
rekke	rekke
paragrafer	paragraf
i	i
Grunnloven	Grunnloven
og	og
videre	vid
regulert	regulert
i	i
lov	lov
og	og
forskrift	forskrift
.	$.

Til	til
sammen	sammen
danner	danne
dette	dette
et	en
stort	stor
og	og
detaljert	detaljert
regelverk	regelverk
,	$,
som	som
ikke	ikke
bare	bare
styrer	styre
forholdet	forhold
mellom	mellom
Den	Den
norske	norsk
kirke	kirke
og	og
de	de
statlige	statlig
myndighetene	myndighet
(	$(
Storting	Storting
,	$,
regjering	regjering
og	og
departement	departement
)	$)
,	$,
men	men
også	også
på	på
detaljnivå	detaljnivå
regulerer	regulerer
kirkens	kirke
organisasjon	organisasjon
,	$,
institusjoner	institusjon
,	$,
prosedyrer	prosedyrer
m.m.	m.m.
.	$.

Ordningen	ordning
reguleres	regulere
i	i
hovedtrekk	hovedtrekk
av	av
:	$:
-	$-
Grunnloven	Grunnloven
§	§
2	2
annet	annen
ledd	ledd
,	$,
om	om
at	at
den	den
evangelisk-lutherske	evangelisk-lutherske
religion	religion
er	være
"	$"
Statens	Statens
offentlige	offentlig
Religion	Religion
"	$"
med	med
de	de
føringer	føring
det	det
legger	legge
.	$.

-	$-
Grunnlovens	Grunnlovens
regler	regel
om	om
"	$"
Kongens	Kongens
kirkestyre	kirkestyre
"	$"
(	$(
§§	§§
4	4
,	$,
12	12
,	$,
16	16
,	$,
27	27
m.fl.	mfl.
)	$)
,	$,
som	som
gir	gi
Kongen	Kongen
(	$(
regjeringen	regjering
)	$)
myndighet	myndighet
over	over
Den	Den
norske	norsk
kirke	kirke
i	i
lærespørsmål	lærespørsmål
,	$,
utnevnelser	utnevnelser
m.m.	m.m.
-	$-
Kirkeloven	Kirkeloven
gitt	gi
av	av
Stortinget	Stortinget
og	og
forskrifter	forskrift
gitt	gi
av	av
Kongen	Kongen
i	i
statsråd	statsråd
og	og
departementet	departement
.	$.

Organisasjon	Organisasjon
|	$|

Den	den
norske	norsk
kirke	kirke
er	være
en	en
stor	stor
og	og
sammensatt	sammensatt
organisasjon	organisasjon
.	$.

Samtidig	samtidig
som	som
den	den
er	være
en	en
statskirke	statskirke
,	$,
er	være
den	den
også	også
et	en
trossamfunn	trossamfunn
med	med
høy	høy
grad	grad
av	av
selvstyre	selvstyre
,	$,
med	med
både	både
statlige	statlig
og	og
kirkelige	kirkelig
organer	organ
.	$.

Formelt	formell
sett	se
er	være
de	de
alminnelige	alminnelig
statsmaktene	statsmaktene
også	også
organer	organ
for	for
kirken	kirke
,	$,
selv	selv
om	om
de	de
ofte	ofte
oppleves	oppleves
og	og
omtales	omtale
som	som
eksterne	ekstern
og	og
verdslige	verdslig
.	$.

Ledelsessystemet	Ledelsessystemet
er	være
todelt	todelt
med	med
en	en
statlig	statlig
organisert	organisere
prestetjeneste	prestetjeneste
(	$(
embetslinjen	embetslinjen
)	$)
og	og
folkevalgte	folkevalgt
rådsorganer	rådsorganer
(	$(
rådslinjen	rådslinjen
)	$)
.	$.

Dernest	dernest
er	være
kirken	kirke
organisert	organisere
på	på
tre	tre
nivåer	nivå
.	$.

Dette	dette
gjelder	gjelde
både	både
embetsstruktur	embetsstruktur
og	og
rådsstruktur	rådsstruktur
.	$.

Ved	ved
siden	side
av	av
de	de
tre	tre
hovednivåene	hovednivåene
er	være
det	det
også	også
delnivåer	delnivåer
-	$-
på	på
lokalt	lokal
plan	plan
;	$;
kirkelig	kirkelig
fellesråd	fellesråd
og	og
på	på
regionalt	regional
plan	plan
;	$;
prost	prost
og	og
et	en
frivillig	frivillig
prostiråd	prostiråd
.	$.

I	i
tillegg	tillegg
til	til
de	de
faste	fast
besluttende	besluttende
organene	organene
,	$,
er	være
det	det
også	også
andre	annen
frivillige	frivillig
råd	råd
og	og
møter	møte
innenfor	innenfor
kirkens	kirke
struktur	struktur
.	$.

Økonomien	Økonomien
er	være
en	en
offentlig	offentlig
blandingsøkonomi	blandingsøkonomi
der	der
kirken	kirke
er	være
finansiert	finansiert
sentralt	sentral
av	av
staten	stat
og	og
lokalt	lokal
av	av
kommunene	kommune
.	$.

Staten	stat
finansierer	finansiere
prestelønningene	prestelønningene
og	og
kommunene	kommune
den	den
lokale	lokal
kirkes	kirkes
virksomhet	virksomhet
,	$,
stillinger	stilling
og	og
kirkebygg	kirkebygg
.	$.

Arbeidsgiveransvaret	Arbeidsgiveransvaret
er	være
også	også
delt	dele
,	$,
men	men
langs	langs
en	en
litt	litt
annen	annen
akse	akse
.	$.

Det	det
er	være
to	to
hovedkategorier	hovedkategorier
av	av
ansatte	ansatt
;	$;
presteskapet	presteskapet
og	og
de	de
andre	annen
.	$.

Presteskapet	Presteskapet
er	være
statlig	statlig
ansatt	ansette
,	$,
dels	dels
av	av
Kongen	Kongen
i	i
statsråd	statsråd
som	som
embetsmenn	embetsmenn
(	$(
biskoper	biskop
og	og
proster	proster
)	$)
,	$,
og	og
dels	dels
som	som
ordinære	ordinær
tjenestemenn	tjenestemenn
av	av
bispedømmerådene	bispedømmerådene
.	$.

De	de
andre	annen
ansatte	ansatt
i	i
kirken	kirke
er	være
lokalt	lokal
ansatt	ansette
av	av
kirkens	kirke
egne	egen
organer	organ
med	med
en	en
viss	viss
koordinering	koordinering
gjennom	gjennom
en	en
felles	felles
arbeidsgiverforening	arbeidsgiverforening
.	$.

Ved	ved
siden	side
av	av
de	de
statlige	statlig
organene	organene
og	og
de	de
lovfestede	lovfestede
kirkelige	kirkelig
organene	organene
er	være
det	det
en	en
rekke	rekke
frivillige	frivillig
kirkelige	kirkelig
organisasjoner	organisasjon
,	$,
stiftelser	stiftelse
o.l.	o.l.
som	som
definerer	definere
seg	seg
som	som
virksomheter	virksomhet
innen	innen
Den	Den
norske	norsk
kirke	kirke
,	$,
med	med
ulike	ulik
formelle	formell
og	og
reelle	reell
tilknytningsbånd	tilknytningsbånd
.	$.

Disse	disse
utgjør	utgjøre
en	en
stor	stor
og	og
viktig	viktig
del	del
av	av
kirkens	kirke
virksomhet	virksomhet
.	$.

Medlemsutvikling	Medlemsutvikling
|	$|

Den	Den
norske	norsk
kirke	kirke
har	ha
aldri	aldri
hatt	ha
flere	mange
medlemmer	medlem
enn	enn
i	i
dag	dag
.	$.

Samtidig	samtidig
har	ha
aldri	aldri
en	en
større	stor
andel	andel
av	av
befolkningen	befolkning
stått	stå
utenfor	utenfor
Den	Den
norske	norsk
kirke	kirke
.	$.

I	i
1970	1970
var	være
omkring	omkring
95	95
%	%
av	av
befolkningen	befolkning
døpte	døpte
medlemmer	medlem
av	av
denne	denne
kirken	kirke
.	$.

De	de
aller	aller
fleste	mange
øvrige	øvrig
var	være
medlemmer	medlem
i	i
et	en
frikirkesamfunn	frikirkesamfunn
.	$.

I	i
dag	dag
er	være
antall	antall
medlemmer	medlem
i	i
Den	Den
norske	norsk
kirke	kirke
sunket	sunket
til	til
under	under
85	85
%	%
.	$.

Antallet	Antallet
som	som
ikke	ikke
tilhører	tilhøre
noe	noe
tros-	tros-
eller	eller
livssynssamfunn	livssynssamfunn
øker	øke
.	$.

I	i
1960	1960
utgjorde	utgjøre
denne	denne
gruppen	gruppe
0,6	0,6
%	%
,	$,
mens	mens
gruppen	gruppe
i	i
dag	dag
utgjør	utgjøre
ca.	ca.
6	6
%	%
.	$.

Tros-	Tros-
og	og
livssynslandskapet	livssynslandskapet
|	$|

Gjennom	gjennom
de	de
siste	sist
150	150
år	år
er	være
det	det
etablert	etablere
en	en
rekke	rekke
frikirkesamfunn	frikirkesamfunn
i	i
Norge	Norge
.	$.

Den	den
største	stor
gruppen	gruppe
trossamfunn	trossamfunn
utenfor	utenfor
Den	Den
norske	norsk
kirke	kirke
,	$,
er	være
de	de
andre	annen
kristne	kristen
kirkene	kirke
.	$.

Særlig	særlig
gjennom	gjennom
de	de
tre	tre
siste	sist
tiår	tiår
har	ha
Norge	Norge
utviklet	utvikle
seg	seg
til	til
å	å
bli	bli
et	en
flerreligiøst	flerreligiøs
samfunn	samfunn
.	$.

Fra	fra
etableringen	etableringen
av	av
de	de
første	første
islamske	islamske
trossamfunnene	trossamfunnene
på	på
1970-tallet	1970-tall
og	og
Buddhistforbundet	Buddhistforbundet
i	i
1979	1979
,	$,
har	ha
både	både
islam	islam
,	$,
buddhismen	buddhismen
,	$,
hinduismen	hinduismen
og	og
sikhismen	sikhismen
hatt	ha
en	en
sterk	sterk
vekst	vekst
i	i
Norge	Norge
.	$.

I	i
1956	1956
ble	bli
Human-Etisk	Human-Etisk
Forbund	Forbund
etablert	etablere
som	som
det	det
første	første
livssynssamfunnet	livssynssamfunnet
i	i
Norge	Norge
.	$.

Et	en
internasjonalt	internasjonal
perspektiv	perspektiv
|	$|

I	i
et	en
internasjonalt	internasjonal
perspektiv	perspektiv
er	være
det	det
svært	svær
få	få
statskirker	statskirker
.	$.

Tidligere	tidlig
statskirkesystemer	statskirkesystemer
er	være
stort	stor
sett	se
avløst	avløse
av	av
ordninger	ordning
som	som
gir	gi
kirker	kirker
og	og
religionssamfunn	religionssamfunn
full	full
frihet	frihet
til	til
å	å
ordne	ordne
sin	sin
organisasjon	organisasjon
og	og
sin	sin
virksomhet	virksomhet
etter	etter
egne	egen
religiøst	religiøs
forankrede	forankrede
prinsipper	prinsipp
.	$.

Danmark	Danmark
har	ha
fortsatt	fortsatt
en	en
statskirkeordning	statskirkeordning
som	som
ligner	ligne
på	på
den	den
norske	norsk
.	$.

Sverige	Sverige
gikk	gå
nylig	nylig
over	over
til	til
en	en
mer	mye
fristilt	fristilt
kirke	kirke
,	$,
som	som
fortsatt	fortsatt
er	være
lovfestet	lovfestet
av	av
Riksdagen	Riksdagen
,	$,
men	men
som	som
har	ha
full	full
lovgivningskompetanse	lovgivningskompetanse
i	i
egne	egen
saker	sak
.	$.

Lignende	lignende
modeller	modell
finnes	finnes
i	i
Finland	Finland
og	og
Island	Island
.	$.

Tros-	Tros-
og	og
livssynsfrihet	livssynsfrihet
|	$|

I	i
vår	vår
tid	tid
er	være
tros-	tros-
og	og
livssynsfrihet	livssynsfrihet
(	$(
religionsfrihet	religionsfrihet
)	$)
en	en
universell	universell
rettighet	rettighet
,	$,
nedfelt	nedfelle
i	i
internasjonale	internasjonal
menneskerettighetstraktater	menneskerettighetstraktater
som	som
en	en
av	av
de	de
grunnleggende	grunnleggende
rettigheter	rettighet
.	$.

Tros-	Tros-
og	og
livssynsfrihet	livssynsfrihet
har	ha
lenge	lenge
stått	stå
sentralt	sentral
i	i
statskirkedebatten	statskirkedebatt
,	$,
og	og
har	ha
i	i
de	de
senere	sen
år	år
vært	være
trukket	trekke
frem	frem
stadig	stadig
oftere	ofte
.	$.

Prinsippet	prinsipp
om	om
tros-	tros-
og	og
livssynsfrihet	livssynsfrihet
er	være
en	en
betydelig	betydelig
utfordring	utfordring
for	for
statskirkeordningen	statskirkeordningen
,	$,
og	og
et	en
sentralt	sentral
element	element
i	i
vurderingen	vurdering
av	av
om	om
den	den
skal	skulle
oppheves	oppheve
.	$.

Tros-	Tros-
og	og
livssynsfrihet	livssynsfrihet
er	være
både	både
en	en
individuell	individuell
og	og
kollektiv	kollektiv
rettighet	rettighet
.	$.

I	i
dette	dette
ligger	ligge
både	både
en	en
rett	rett
til	til
tankefrihet	tankefrihet
og	og
til	til
åpent	åpen
å	å
kunne	kunne
utøve	utøve
sin	sin
tro	tro
eller	eller
ikketro	ikketro
.	$.

Videre	vid
omfatter	omfatte
det	det
retten	rett
til	til
å	å
organisere	organisere
seg	seg
i	i
tros-	tros-
eller	eller
livssynssamfunn	livssynssamfunn
.	$.

Tros-	Tros-
og	og
livssynsfrihet	livssynsfrihet
kan	kunne
bare	bare
begrenses	begrense
ved	ved
lovgivning	lovgivning
dersom	dersom
det	det
er	være
for	for
å	å
beskytte	beskytte
offentlig	offentlig
sikkerhet	sikkerhet
,	$,
orden	orden
,	$,
helse	helse
eller	eller
andres	annen
fundamentale	fundamental
rettigheter	rettighet
.	$.

Et	en
sentralt	sentral
spørsmål	spørsmål
er	være
om	om
statskirkeordningen	statskirkeordningen
krenker	krenke
Den	Den
norske	norsk
kirkes	kirkes
krav	krav
på	på
religionsfrihet	religionsfrihet
.	$.

Dette	dette
er	være
det	det
ulike	ulik
oppfatninger	oppfatning
om	om
.	$.

Det	det
grunnleggende	grunnleggende
rettslige	rettslig
spørsmålet	spørsmål
dreier	dreie
seg	seg
om	om
hvorvidt	hvorvidt
den	den
statlige	statlig
styringen	styring
av	av
Den	Den
norske	norsk
kirke	kirke
er	være
ekstern	ekstern
eller	eller
intern	intern
,	$,
altså	altså
om	om
og	og
på	på
hvilken	hvilken
måte	måte
statsmaktene	statsmaktene
er	være
"	$"
kirkelige	kirkelig
organer	organ
"	$"
.	$.

Et	en
like	like
sentralt	sentral
spørsmål	spørsmål
er	være
om	om
statskirkeordningen	statskirkeordningen
krenker	krenke
tros-	tros-
og	og
livssynsfriheten	livssynsfriheten
til	til
statsborgere	statsborger
som	som
ikke	ikke
er	være
medlemmer	medlem
av	av
Den	Den
norske	norsk
kirke	kirke
.	$.

De	de
fleste	mange
vil	ville
mene	mene
at	at
de	de
mest	mye
grunnleggende	grunnleggende
sidene	side
er	være
ivaretatt	ivareta
både	både
for	for
den	den
enkelte	enkelt
og	og
for	for
andre	annen
tros-	tros-
og	og
livssynssamfunn	livssynssamfunn
.	$.

En	en
del	del
praktiske	praktisk
og	og
symbolske	symbolske
områder	område
kan	kunne
likevel	likevel
oppleves	oppleves
problematisk	problematisk
.	$.

Dette	dette
gjelder	gjelde
blant	blant
annet	annen
kravet	krav
om	om
kirkemedlemskap	kirkemedlemskap
for	for
halvparten	halvpart
av	av
regjeringens	regjering
medlemmer	medlem
,	$,
forhold	forhold
ved	ved
gravferdsforvaltningen	gravferdsforvaltningen
,	$,
Den	Den
norske	norsk
kirkes	kirkes
rolle	rolle
ved	ved
nasjonale	nasjonal
begivenheter	begivenhet
,	$,
samt	samt
religiøs	religiøs
og	og
livssynsmessig	livssynsmessig
betjening	betjening
i	i
offentlige	offentlig
institusjoner	institusjon
som	som
Forsvaret	Forsvaret
,	$,
sykehus	sykehus
og	og
fengsler	fengsler
.	$.

2.2.3	2.2.3
Fremtidig	Fremtidig
kirkeordning	kirkeordning
|	$|

I	i
kapittel	kapittel
5	5
presenteres	presentere
tre	tre
alternative	alternativ
modeller	modell
for	for
en	en
fremtidig	fremtidig
kirkeordning	kirkeordning
.	$.

Modellene	Modellene
belyser	belyse
ikke	ikke
alle	all
nyanser	nyanse
,	$,
men	men
stiller	stille
de	de
viktigste	viktig
prinsipielle	prinsipielle
spørsmålene	spørsmål
når	når
det	det
gjelder	gjelde
forholdet	forhold
mellom	mellom
staten	stat
og	og
Den	Den
norske	norsk
kirke	kirke
.	$.

Hovedspørsmålene	Hovedspørsmålene
er	være
hvilken	hvilken
relasjon	relasjon
staten	stat
og	og
Den	Den
norske	norsk
kirke	kirke
skal	skulle
ha	ha
,	$,
hvilken	hvilken
rolle	rolle
offentlig	offentlig
myndighet	myndighet
bør	burde
ha	ha
i	i
forhold	forhold
til	til
kirken	kirke
og	og
hvor	hvor
stor	stor
grad	grad
av	av
særstilling	særstilling
Den	Den
norske	norsk
kirke	kirke
bør	burde
ha	ha
i	i
forhold	forhold
til	til
andre	annen
tros-	tros-
og	og
livssynssamfunn	livssynssamfunn
.	$.

Tidsperspektivet	Tidsperspektivet
for	for
en	en
endring	endring
av	av
gjeldende	gjeldende
kirkeordning	kirkeordning
er	være
langsiktig	langsiktig
.	$.

Dersom	dersom
dagens	dag
statskirkeordning	statskirkeordning
skal	skulle
oppheves	oppheve
,	$,
krever	kreve
det	det
en	en
endring	endring
av	av
flere	mange
grunnlovsparagrafer	grunnlovsparagrafer
.	$.

I	i
slike	slik
saker	sak
skal	skulle
det	det
alltid	alltid
være	være
et	en
stortingsvalg	stortingsvalg
mellom	mellom
forslag	forslag
og	og
vedtak	vedtak
,	$,
slik	slik
at	at
velgerne	velger
får	få
uttale	uttale
seg	seg
.	$.

Hvis	hvis
det	det
fremsettes	fremsette
forslag	forslag
i	i
denne	denne
stortingsperioden	stortingsperiode
om	om
å	å
oppheve	oppheve
dagens	dag
statskirkeordning	statskirkeordning
,	$,
vil	ville
det	det
altså	altså
tidligst	tidlig
kunne	kunne
behandles	behandle
i	i
neste	neste
periode	periode
,	$,
dvs.	dvs.
i	i
år	år
2009	2009
.	$.

Deretter	deretter
er	være
det	det
nødvendig	nødvendig
med	med
videre	vid
utredning	utredning
,	$,
forberedelser	forberedelser
og	og
gjennomføring	gjennomføring
.	$.

Det	det
foreligger	foreligge
for	for
øvrig	øvrig
allerede	allerede
et	en
grunnlovsforslag	grunnlovsforslag
til	til
behandling	behandling
i	i
inneværende	inneværende
stortingsperiode	stortingsperiode
om	om
å	å
avskaffe	avskaffe
dagens	dag
statskirkeordning	statskirkeordning
.	$.

Den	den
grunnleggende	grunnleggende
forskjellen	forskjell
mellom	mellom
de	de
tre	tre
alternativene	alternativ
er	være
det	det
rettslige	rettslig
rammeverket	rammeverk
og	og
endringer	endring
i	i
det	det
øverste	øvre
kirkestyret	kirkestyret
.	$.

I	i
det	det
første	første
alternativet	alternativ
er	være
som	som
i	i
dag	dag
Grunnlovens	Grunnlovens
bestemmelser	bestemmelse
rammeverket	rammeverk
for	for
Den	Den
norske	norsk
kirke	kirke
.	$.

I	i
alternativ	alternativ
to	to
etableres	etableres
Den	Den
norske	norsk
kirke	kirke
som	som
et	en
selvstendig	selvstendig
rettssubjekt	rettssubjekt
,	$,
men	men
med	med
en	en
egen	egen
kirkelov	kirkelov
vedtatt	vedta
av	av
Stortinget	Stortinget
.	$.

Det	det
tredje	tredje
alternativet	alternativ
innebærer	innebære
at	at
trossamfunnsloven	trossamfunnsloven
legger	legge
rammer	ramme
for	for
Den	Den
norske	norsk
kirkes	kirkes
virksomhet	virksomhet
på	på
lik	lik
linje	linje
med	med
andre	annen
tros-	tros-
og	og
livssynssamfunn	livssynssamfunn
.	$.

Utvalget	utvalg
vurderer	vurdere
alternativene	alternativ
både	både
i	i
forhold	forhold
til	til
staten	stat
,	$,
Den	Den
norske	norsk
kirke	kirke
og	og
andre	annen
tros-	tros-
og	og
livssynssamfunn	livssynssamfunn
.	$.

Presentasjonen	Presentasjonen
beskriver	beskrive
også	også
konsekvenser	konsekvens
for	for
organisatorisk	organisatorisk
utforming	utforming
og	og
styringsorganenes	styringsorganenes
ansvar	ansvar
og	og
oppgaver	oppgave
.	$.

Grunnlovsforankret	Grunnlovsforankret
folkekirke	folkekirke
|	$|

Dagens	Dagens
statskirkeordning	statskirkeordning
videreføres	videreføre
,	$,
og	og
gjeldende	gjeldende
grunnlovsbestemmelser	grunnlovsbestemmelser
om	om
statskirkeordningen	statskirkeordningen
forblir	forbli
uendret	uendret
.	$.

Staten	stat
sikres	sikre
fortsatt	fortsatt
politisk	politisk
kontroll	kontroll
og	og
innflytelse	innflytelse
ved	ved
at	at
Kongen	Kongen
(	$(
regjeringen	regjering
)	$)
er	være
øverste	øvre
kirkestyre	kirkestyre
og	og
Stortinget	Stortinget
lovgivende	lovgivende
myndighet	myndighet
.	$.

Modellen	Modellen
tar	ta
for	for
seg	seg
mulige	mulig
reformer	reform
innenfor	innenfor
Grunnlovens	Grunnlovens
rammer	ramme
:	$:

-	$-
Fjerne	Fjerne
Grunnlovens	Grunnlovens
§	§
2.2	2.2
ad.	ad.
oppdragerplikten	oppdragerplikten
.	$.

-	$-
Anbefale	Anbefale
Kongen	Kongen
(	$(
regjeringen	regjering
)	$)
å	å
ha	ha
som	som
fast	fast
prosedyre	prosedyre
ved	ved
bispeutnevnelser	bispeutnevnelser
at	at
en	en
av	av
de	de
tre	tre
som	som
har	ha
fått	få
flest	mange
stemmer	stemme
skal	skulle
utnevnes	utnevnes
.	$.

-	$-
Overføre	Overføre
tilsettingen	tilsettingen
av	av
proster	proster
til	til
et	en
kirkelig	kirkelig
organ	organ
,	$,
slik	slik
at	at
disse	disse
ikke	ikke
lenger	lang
utnevnes	utnevnes
av	av
Kongen	Kongen
(	$(
regjeringen	regjering
)	$)
.	$.

-	$-
Gjøre	Gjøre
kirkeloven	kirkeloven
enklere	enkel
,	$,
mer	mye
som	som
en	en
rammelov	rammelov
med	med
tilsvarende	tilsvare
delegasjon	delegasjon
til	til
Kirkemøtet	Kirkemøtet
.	$.

-	$-
Legge	Legge
prestetjenesten	prestetjenesten
inn	inn
under	under
soknene	soknene
/	$/
fellesråd	fellesråd
/	$/
prostiråd	prostiråd
og	og
dermed	dermed
få	få
samme	samme
